,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres
17524,tt0047844,movie,At Gunpoint,1955,81,Western
17525,tt0047917,movie,Canyon Crossroads,1955,83,"Adventure,Crime,Western"
17526,tt0049666,movie,Rebel in Town,1956,99,Western
17527,tt0051213,movie,The Young Don't Cry,1957,89,"Crime,Drama,Thriller"
17530,tt0379786,movie,Serenity,2005,119,"Action,Adventure,Sci-Fi"
17532,tt0481738,movie,Goners,\N,\N,"Drama,Fantasy,Horror"
17564,tt0848228,movie,The Avengers,2012,143,"Action,Adventure,Sci-Fi"
17577,tt2094064,movie,Much Ado About Nothing,2012,109,"Comedy,Drama,Romance"
17578,tt2395427,movie,Avengers: Age of Ultron,2015,141,"Action,Adventure,Sci-Fi"
17580,tt6176406,movie,Untitled Joss Whedon/WWII Horror Project,\N,\N,"History,Horror,War"
17583,tt2245084,movie,Big Hero 6,2014,102,"Action,Adventure,Animation"
17584,tt9288046,movie,The Sea Beast,2022,115,"Adventure,Animation,Comedy"
17585,tt0405469,movie,The Wild,2006,95,"Adventure,Animation,Comedy"
17586,tt3774144,movie,Rainbow: The Legend of Spirit Bear,\N,\N,Adventure
17587,tt0079917,movie,The Day After Halloween,1979,92,"Drama,Thriller"
17588,tt0080842,movie,Harlequin,1980,95,"Drama,Fantasy,Horror"
17589,tt0086102,movie,Phar Lap,1983,107,"Biography,Drama,Family"
17590,tt0088979,movie,D.A.R.Y.L.,1985,99,"Family,Sci-Fi"
17593,tt0093416,movie,The Lighthorsemen,1987,131,"Drama,War"
17595,tt0102005,movie,Harley Davidson and the Marlboro Man,1991,98,"Action,Crime,Drama"
17596,tt0102744,movie,Quigley Down Under,1990,119,"Action,Adventure,Drama"
17597,tt0106965,movie,Free Willy,1993,112,"Adventure,Drama,Family"
17598,tt0110353,movie,Lightning Jack,1994,98,"Comedy,Western"
17599,tt0114048,movie,Operation Dumbo Drop,1995,107,"Action,Adventure,Comedy"
17600,tt0117331,movie,The Phantom,1996,100,"Action,Adventure,Comedy"
17608,tt0231402,movie,Crocodile Dundee in Los Angeles,2001,95,"Action,Adventure,Comedy"
17613,tt0318850,movie,The Young Black Stallion,2003,50,"Adventure,Drama,Family"
17615,tt0353774,movie,NASCAR: The IMAX Experience,2004,48,"Documentary,Sport"
17764,tt1650056,movie,The Cup,2011,99,"Biography,Drama,Sport"
17769,tt3338626,movie,The White Rose,\N,\N,"Action,Adventure,History"
17775,tt11517518,movie,Galaxy Gas,\N,\N,Animation
17776,tt13292206,movie,Bobbleheads: The Movie,2020,82,"Animation,Family"
17777,tt13929814,movie,Sunny,\N,\N,Animation
17781,tt0225448,movie,A Cry from the Grave,1999,150,"Documentary,War"
17785,tt0382318,movie,The Stones in the Park,1969,53,"Documentary,Music"
17797,tt13635362,movie,Hair,1968,54,Documentary
17818,tt9778256,movie,Diana: The Day We Said Goodbye,2017,46,Documentary
17819,tt9824012,movie,Ella Fitzgerald: Just One of Those Things,2019,89,"Biography,Documentary,Music"
17825,tt0109842,movie,Fresh,1994,114,"Crime,Drama,Thriller"
17826,tt0120793,movie,A Price Above Rubies,1998,117,"Drama,Romance"
17827,tt0210945,movie,Remember the Titans,2000,113,"Biography,Drama,Sport"
17828,tt0263757,movie,Uptown Girls,2003,92,"Comedy,Drama,Romance"
17829,tt10373830,movie,Aviva,2020,116,"Drama,Music,Romance"
17830,tt1079980,movie,Death in Love,2008,97,"Drama,Romance,War"
17831,tt1656190,movie,Safe,2012,94,"Action,Crime,Thriller"
17833,tt3369806,movie,Max,2015,111,"Adventure,Drama,Family"
17834,tt6224502,movie,Boarding School,2018,111,"Horror,Mystery,Thriller"
17836,tt0436339,movie,G-Force,2009,88,"Action,Adventure,Animation"
17837,tt3996782,movie,Voyager 3D,\N,\N,Sci-Fi
17838,tt0025376,movie,Leave It to Blanche,1934,51,Comedy
17839,tt0025748,movie,The Scarlet Pimpernel,1934,97,"Adventure,Drama"
17840,tt0025899,movie,Too Many Millions,1934,57,Drama
17841,tt0027225,movie,Without Regret,1935,74,Drama
17842,tt0028009,movie,My American Wife,1936,65,"Comedy,Romance"
17843,tt0028518,movie,Woman Trap,1936,63,"Adventure,Crime,Drama"
17844,tt0028544,movie,52nd Street,1937,80,"Comedy,Drama,Music"
17845,tt0029134,movie,Let Them Live,1937,74,Drama
17846,tt0030378,movie,Little Tough Guy,1938,86,"Crime,Drama"
17847,tt0030800,movie,The Storm,1938,78,"Action,Adventure,Drama"
17848,tt0031167,movie,Code of the Streets,1939,72,Drama
17849,tt0031331,movie,The Forgotten Woman,1939,67,Drama
17850,tt0031420,movie,Hero for a Day,1939,60,Drama
17851,tt0031720,movie,Newsboys' Home,1938,73,"Action,Crime,Drama"
17852,tt0031887,movie,Sabotage,1939,69,"Action,Drama"
17853,tt0032417,movie,Dreaming Out Loud,1940,81,Comedy
17854,tt0033364,movie,Bachelor Daddy,1941,61,Comedy
17855,tt0034255,movie,Swing It Soldier,1941,66,"Comedy,Musical,Romance"
17856,tt0034927,movie,Juke Box Jenny,1942,61,"Comedy,Music,Romance"
17857,tt0035096,movie,The Mummy's Tomb,1942,61,"Drama,Fantasy,Horror"
17858,tt0035273,movie,Rubber Racketeers,1942,67,"Crime,Drama"
17859,tt0035427,movie,There's One Born Every Minute,1942,60,Comedy
17860,tt0035997,movie,Hi'Ya Chum,1943,61,"Comedy,Music,Romance"
17861,tt0035998,movie,"Hi, Buddy",1943,66,"Music,Romance,War"
17862,tt0036026,movie,I Escaped from the Gestapo,1943,75,"Drama,Mystery"
17863,tt0036383,movie,Spy Train,1943,61,"Crime,Drama"
17864,tt0037033,movie,Machine Gun Mama,1944,61,"Adventure,Comedy,Romance"
17865,tt0037722,movie,The Frozen Ghost,1945,61,"Horror,Mystery,Romance"
17866,tt0037807,movie,I'll Remember April,1945,63,"Comedy,Crime,Music"
17867,tt0037837,movie,The Jungle Captive,1945,63,"Horror,Sci-Fi"
17869,tt0038103,movie,Song of the Sarong,1945,65,"Action,Adventure,Comedy"
17870,tt0047428,movie,Roogie's Bump,1954,71,"Comedy,Fantasy,Sport"
17871,tt0178337,movie,Citizen Saint,1947,65,Drama
17872,tt0264460,movie,Carib Gold,1957,71,Drama
17879,tt5342852,movie,Welcome to Emoji City,\N,\N,"Adventure,Comedy"
17920,tt0304641,movie,Roots and Branches,2001,95,Family
17921,tt0453313,movie,Far from Home,2002,120,"Drama,War"
17922,tt10885430,movie,GG Bond: Lollipop in Fantasy,2019,85,"Adventure,Animation,Comedy"
17923,tt6437856,movie,GG Bond: Guarding,2017,91,"Adventure,Animation,Comedy"
17924,tt8849174,movie,A Postman of Paradise,2007,88,Drama
17926,tt0418625,movie,Deadroom,2005,98,Drama
17930,tt1124058,movie,St. Nick,2009,86,Drama
17933,tt14773990,movie,The Year of the Everlasting Storm,2021,115,Mystery
17937,tt2388637,movie,Ain't Them Bodies Saints,2013,96,"Crime,Drama,Romance"
17938,tt2788732,movie,Pete's Dragon,2016,102,"Action,Adventure,Comedy"
17939,tt2837574,movie,The Old Man & the Gun,2018,93,"Biography,Comedy,Crime"
17945,tt3139850,movie,To Be Two,\N,\N,Drama
17948,tt5635026,movie,Peter Pan & Wendy,2022,\N,"Action,Adventure,Comedy"
17949,tt6265828,movie,A Ghost Story,2017,92,"Drama,Fantasy,Romance"
17953,tt9243804,movie,The Green Knight,2021,130,"Adventure,Drama,Fantasy"
17954,tt0417528,movie,Chale Chalo: The Lunacy of Film Making,2003,150,Documentary
17955,tt1605790,movie,Zokkomon,2011,109,"Action,Adventure,Family"
17965,tt1020072,movie,Selma,2014,128,"Biography,Drama,History"
17966,tt1178658,movie,This Is the Life,2008,97,Documentary
17967,tt11860492,movie,Untitled Nipsey Hussle Documentary,\N,\N,Documentary
17968,tt1211890,movie,Middle of Nowhere,2012,97,Drama
17970,tt13321244,movie,Caste,\N,\N,"Drama,History"
17973,tt1620680,movie,A Wrinkle in Time,2018,109,"Adventure,Family,Fantasy"
17974,tt1624426,movie,I Will Follow,2010,80,Drama
17985,tt5895028,movie,13th,2016,100,"Crime,Documentary,History"
17986,tt6928748,movie,Untitled Lupita Nyong'o/Rihanna Project,\N,\N,Drama
17992,tt12801262,movie,Luca,2021,95,"Adventure,Animation,Comedy"
18164,tt0986264,movie,Like Stars on Earth,2007,165,"Drama,Family"
18165,tt1907761,movie,Stanley Ka Dabba,2011,96,"Comedy,Drama,Family"
18166,tt3501994,movie,Hawaa Hawaai,2014,120,"Drama,Family,Sport"
18167,tt7291466,movie,Sniff,2017,89,"Adventure,Comedy,Family"
18168,tt9176086,movie,Saina,2021,135,"Biography,Drama,Sport"
18171,tt0367631,movie,D.E.B.S.,2004,91,"Action,Comedy,Romance"
18172,tt0400497,movie,Herbie Fully Loaded,2005,101,"Adventure,Comedy,Family"
18173,tt0475282,movie,Jenbot,\N,\N,Comedy
18174,tt0486678,movie,Witches,\N,\N,"Adventure,Comedy,Thriller"
18185,tt14674024,movie,The Hunger,\N,\N,\N
18186,tt14675464,movie,Untitled the Hunger Remake,\N,\N,Drama
18192,tt6133130,movie,Professor Marston & the Wonder Women,2017,108,"Biography,Drama,History"
18193,tt0416675,movie,Dark Matter,2007,88,Drama
18194,tt1556143,movie,Disney High School Musical: China,2010,94,"Musical,Romance"
18195,tt2088024,movie,Yulu,2011,88,Documentary
18196,tt0361089,movie,Valiant,2005,76,"Adventure,Animation,Comedy"
18197,tt0397065,movie,House of Wax,2005,113,"Horror,Thriller"
18198,tt0473360,movie,Goal II: Living the Dream,2007,115,"Adventure,Drama,Sport"
18199,tt0870154,movie,Jungle Cruise,2021,127,"Action,Adventure,Comedy"
18200,tt1148204,movie,Orphan,2009,123,"Horror,Mystery,Thriller"
18201,tt1401152,movie,Unknown,2011,113,"Action,Mystery,Thriller"
18202,tt1590193,movie,The Commuter,2018,104,"Action,Mystery,Thriller"
18204,tt2024469,movie,Non-Stop,2014,106,"Action,Mystery,Thriller"
18206,tt2199571,movie,Run All Night,2015,114,"Action,Crime,Thriller"
18208,tt4052882,movie,The Shallows,2016,86,"Action,Drama,Horror"
18209,tt6443346,movie,Black Adam,2022,\N,"Action,Fantasy,Sci-Fi"
18210,tt7008748,movie,Waco,\N,\N,Drama
18213,tt0416496,movie,Bandidas,2006,93,"Action,Comedy,Crime"
18214,tt1029235,movie,Max Manus: Man of War,2008,118,"Action,Biography,Drama"
18216,tt11372092,movie,Here There Be Monsters,\N,\N,"Sci-Fi,Thriller"
18217,tt14502504,movie,Shout It Out Loud,\N,\N,\N
18218,tt1613750,movie,Kon-Tiki,2012,118,"Adventure,Biography,Drama"
18219,tt1790809,movie,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,"Action,Adventure,Fantasy"
18220,tt1790810,movie,Untitled Pirates of the Caribbean Project,\N,\N,"Action,Adventure,Comedy"
18222,tt3581624,movie,Winter's Knight,\N,\N,Fantasy
18224,tt4777008,movie,Maleficent: Mistress of Evil,2019,119,"Adventure,Family,Fantasy"
18225,tt4809834,movie,Micro,\N,\N,Thriller
18226,tt5177114,movie,Young Woman and the Sea,\N,\N,"Biography,Drama,Romance"
18227,tt6388780,movie,Origin,\N,\N,Sci-Fi
18229,tt0385726,movie,Glory Road,2006,118,"Biography,Drama,Sport"
18232,tt11820808,movie,Beast,\N,\N,\N
18233,tt13021274,movie,The Prize,\N,\N,Thriller
18235,tt6054846,movie,Amundsen,2019,125,"Adventure,Biography,Drama"
18236,tt0810364,movie,A Belly Full of Dreams,2006,90,Fantasy
18237,tt1621994,movie,Once Upon a Warrior,2011,133,"Action,Adventure,Family"
18238,tt4959326,movie,Size Zero,2015,125,"Comedy,Romance"
18239,tt8108196,movie,Judgementall Hai Kya,2019,121,"Comedy,Drama,Mystery"
18248,tt0496386,movie,The Secret of the Magic Gourd,2007,84,"Drama,Family"
18249,tt12752802,movie,The Tears of the Great Sage,2020,71,"Action,Adventure,Fantasy"
18250,tt16154576,movie,The Mask of Shura of Fire Cloud,2020,75,Action
18251,tt4885726,movie,Aura Star: Attack of the Temple,2015,92,Animation
18252,tt1714832,movie,Do Dooni Chaar,2010,112,"Comedy,Crime,Drama"
18253,tt2308773,movie,Ishaqzaade,2012,120,"Action,Drama,Romance"
18254,tt3398052,movie,Daawat-e-Ishq,2014,118,"Comedy,Drama,Romance"
18255,tt5617172,movie,Qaidi Band,2017,119,"Drama,Music"
18268,tt0074299,movie,Challenge to Be Free,1975,88,"Adventure,Family"
18269,tt0122121,movie,Joniko and the Kush Ta Ka,1969,92,"Adventure,Family"
18271,tt9138058,movie,Untitled Disney Animated Fantasy Project,2024,\N,"Animation,Fantasy"
18272,tt12708536,movie,Little Monsters,\N,\N,Fantasy
18275,tt1979376,movie,Toy Story 4,2019,100,"Adventure,Animation,Comedy"
18277,tt8864596,movie,Untitled Animated Transformers Film,2023,\N,"Action,Adventure,Animation"
18278,tt1346306,movie,Rapping with Shakespeare,2008,\N,"Documentary,Musical"
18279,tt1346308,movie,The Rescuers,2011,94,Documentary
18282,tt0831387,movie,Godzilla,2014,123,"Action,Adventure,Sci-Fi"
18285,tt11858890,movie,True Love,\N,\N,"Drama,Romance,Sci-Fi"
18286,tt1470827,movie,Monsters,2010,94,"Adventure,Drama,Romance"
18287,tt1726811,movie,Forever,\N,\N,"Drama,Sci-Fi"
18289,tt3748528,movie,Rogue One: A Star Wars Story,2016,133,"Action,Adventure,Sci-Fi"
18291,tt1020529,movie,Drakmar: A Vassal's Journey,2006,75,Documentary
18304,tt16357306,movie,Untitled Shang-Chi Sequel,\N,\N,\N
18305,tt2091318,movie,I Am Not a Hipster,2012,90,"Drama,Music"
18306,tt2370248,movie,Short Term 12,2013,96,Drama
18307,tt2378507,movie,The Glass Castle,2017,127,"Biography,Drama"
18308,tt4916630,movie,Just Mercy,2019,137,"Biography,Crime,Drama"
18309,tt9376612,movie,Shang-Chi and the Legend of the Ten Rings,2021,132,"Action,Adventure,Fantasy"
18310,tt10298840,movie,Strange World,2022,\N,"Action,Adventure,Animation"
18316,tt1918746,movie,Comic,2005,\N,Documentary
18318,tt5372452,movie,The Million Dollar Duck,2016,71,Documentary
18321,tt1104001,movie,TRON: Legacy,2010,125,"Action,Adventure,Sci-Fi"
18323,tt12584954,movie,Twister,\N,\N,"Action,Adventure"
18324,tt1483013,movie,Oblivion,2013,124,"Action,Adventure,Sci-Fi"
18325,tt15034208,movie,Chariot,\N,\N,"Action,Sci-Fi,Thriller"
18326,tt16311594,movie,Untitled Formula One/Joseph Kosinski Project,\N,\N,Sport
18327,tt1745960,movie,Top Gun: Maverick,2022,\N,"Action,Drama"
18328,tt3829920,movie,Only the Brave,2017,134,"Action,Biography,Drama"
18331,tt9783600,movie,Spiderhead,2022,\N,"Action,Crime,Drama"
18332,tt11304740,movie,Untitled Disney Animation,2023,\N,"Animation,Fantasy"
18333,tt11394340,movie,Summertime,2020,95,"Comedy,Drama,Music"
18334,tt12211820,movie,Robin Hood,\N,\N,"Adventure,Comedy,Family"
18351,tt7242142,movie,Blindspotting,2018,95,"Comedy,Crime,Drama"
18355,tt1825683,movie,Black Panther,2018,134,"Action,Adventure,Sci-Fi"
18356,tt2334649,movie,Fruitvale Station,2013,85,"Biography,Crime,Drama"
18358,tt3076658,movie,Creed,2015,133,"Action,Drama,Sport"
18359,tt6987596,movie,Wrong Answer,\N,\N,Drama
18360,tt9114286,movie,Black Panther: Wakanda Forever,2022,\N,"Action,Adventure,Drama"
18361,tt16360004,movie,Spider-Man: Across the Spider-Verse - Part Two,2023,\N,"Action,Adventure,Animation"
18362,tt9362722,movie,Spider-Man: Across the Spider-Verse - Part One,2022,\N,"Action,Adventure,Animation"
18364,tt8097030,movie,Turning Red,2022,100,"Adventure,Animation,Comedy"
18366,tt0079576,movie,More American Graffiti,1979,110,"Comedy,Drama,War"
18367,tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,1980,124,"Action,Adventure,Fantasy"
18368,tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action,Adventure,Fantasy"
18375,tt0110939,movie,Radioland Murders,1994,108,"Comedy,Crime,Drama"
18425,tt10300394,movie,Star Wars: Rogue Squadron,2023,\N,"Action,Adventure,Drama"
18437,tt11026882,movie,Untitled Star Wars/Kevin Feige Project,\N,\N,"Action,Adventure,Fantasy"
18450,tt11834430,movie,Untitled Star Wars/Exegol Project,\N,\N,Sci-Fi
18451,tt1185834,movie,Star Wars: The Clone Wars,2008,98,"Action,Adventure,Animation"
18472,tt12700334,movie,The Phantom Menace Special Edition,2020,135,Sci-Fi
18570,tt1462764,movie,Indiana Jones 5,2023,\N,"Action,Adventure"
18654,tt2488496,movie,Star Wars: Episode VII - The Force Awakens,2015,138,"Action,Adventure,Sci-Fi"
18660,tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,2017,152,"Action,Adventure,Fantasy"
18661,tt2527338,movie,Star Wars: Episode IX - The Rise of Skywalker,2019,141,"Action,Adventure,Fantasy"
18700,tt4191054,movie,Strange Magic,2015,99,"Adventure,Animation,Comedy"
18825,tt7618096,movie,Untitled Star Wars Trilogy: Episode II,\N,\N,Sci-Fi
18826,tt7618100,movie,Untitled Star Wars Trilogy: Episode III,\N,\N,Sci-Fi
18833,tt8676944,movie,Attack of the Clones Special Edition: Fan Film,2018,137,Sci-Fi
18834,tt8677030,movie,Revenge of the Sith Special Edition: Fan Film,2017,105,Sci-Fi
18908,tt0065669,movie,The Dunwich Horror,1970,90,Horror
18909,tt0084899,movie,White Dog,1982,90,"Drama,Horror"
18910,tt6322286,movie,The Silent Partner,\N,\N,"Crime,Drama,Thriller"
18911,tt0079985,movie,The Secret Life of Nikola Tesla,1980,115,"Biography,Drama"
18912,tt0084395,movie,Class Reunion,1982,84,"Comedy,Horror"
18914,tt0085970,movie,Mr. Mom,1983,91,"Comedy,Drama"
18915,tt0085994,movie,Nate and Hayes,1983,99,"Action,Adventure,Comedy"
18916,tt0085995,movie,National Lampoon's Vacation,1983,98,"Adventure,Comedy"
18917,tt0089670,movie,National Lampoon's European Vacation,1985,95,"Adventure,Comedy"
18918,tt0091790,movie,Pretty in Pink,1986,97,"Comedy,Drama,Romance"
18919,tt0094006,movie,Some Kind of Wonderful,1987,95,"Drama,Romance"
18920,tt0095253,movie,The Great Outdoors,1988,91,Comedy
18921,tt0101545,movie,Career Opportunities,1991,83,"Comedy,Romance"
18922,tt0101786,movie,Dutch,1991,107,"Comedy,Drama"
18923,tt0106375,movie,Beethoven's 2nd,1993,89,"Comedy,Family,Romance"
18924,tt0106701,movie,Dennis the Menace,1993,94,"Comedy,Family"
18925,tt0109190,movie,Baby's Day Out,1994,99,"Adventure,Comedy,Crime"
18926,tt0119986,movie,Reach the Rock,1998,100,"Comedy,Drama"
18927,tt0189192,movie,Just Visiting,2001,88,"Adventure,Comedy,Fantasy"
18928,tt0252076,movie,Maid in Manhattan,2002,105,"Comedy,Drama,Romance"
18945,tt11012066,movie,Home Sweet Home Alone,2021,93,"Comedy,Crime,Family"
18958,tt1524930,movie,Vacation,2015,99,"Adventure,Comedy"
18960,tt1614428,movie,The Grisbys Go Broke,\N,\N,Drama
18961,tt16174888,movie,The Breakfast Club Live Read!,2022,\N,Comedy
18970,tt0105636,movie,Trespass,1992,101,"Action,Thriller"
18972,tt0117826,movie,Bordello of Blood,1996,87,"Comedy,Fantasy,Horror"
19000,tt0004099,movie,The New Wizard of Oz,1914,59,"Adventure,Comedy,Family"
19001,tt0004207,movie,The Last Egyptian,1914,\N,"Adventure,Drama,Romance"
19003,tt0004457,movie,The Patchwork Girl of Oz,1914,81,"Adventure,Comedy,Family"
19005,tt0005413,movie,The Gray Nun of Belgium,1915,\N,"Drama,War"
19008,tt0016544,movie,The Wizard of Oz,1925,95,"Adventure,Comedy,Family"
19009,tt0022049,movie,"The Land of Oz, a Sequel to the 'Wizard of Oz'",1932,\N,\N
19013,tt0056294,movie,Number 13,1962,108,Animation
19015,tt0059920,movie,The Wizard of Mars,1965,78,"Fantasy,Horror,Sci-Fi"
19016,tt0060398,movie,Fantasía... 3,1966,80,Fantasy
19018,tt0065223,movie,The Wonderful Land of Oz,1969,72,"Family,Fantasy,Musical"
19019,tt0066196,movie,Ozu no mahôtsukai,1970,\N,\N
19020,tt0066801,movie,Little Ayse and the Magic Dwarfs in the Land of Dreams,1971,88,"Adventure,Family,Fantasy"
19021,tt0067280,movie,Journey Back to Oz,1972,88,"Adventure,Animation,Comedy"
19023,tt0075030,movie,Twentieth Century Oz,1976,103,"Comedy,Fantasy,Musical"
19025,tt0078504,movie,The Wiz,1978,134,"Adventure,Family,Fantasy"
19028,tt0084458,movie,The Wizard of Oz,1982,78,"Adventure,Animation,Comedy"
19051,tt0111641,movie,The Wizard of the Emerald City,1994,63,"Adventure,Family,Fantasy"
19061,tt0120733,movie,Lion of Oz,2000,74,"Animation,Family,Musical"
19062,tt0131649,movie,The Wizard of Oz,1988,\N,\N
19065,tt0137513,movie,Favorite Children's Books: The Wizard of Oz,1970,\N,\N
19068,tt0138196,movie,The Wonderful Wizard of Oz,1975,115,\N
19069,tt0138197,movie,The Wizard of Oz,1976,115,\N
19072,tt0138676,movie,On the Road to Wizdom... Against All Oz,1989,120,\N
19073,tt0139657,movie,Os Trapalhões e o Mágico de Oróz,1984,93,"Comedy,Family,Fantasy"
19075,tt0142991,movie,The Wizard of Malta,1981,\N,"Crime,Documentary,Fantasy"
19118,tt1091233,movie,Oz: The Return to Emerald City,\N,\N,"Action,Adventure,Drama"
19122,tt11817844,movie,In Pursuit of Magic,\N,\N,"Adventure,Biography"
19141,tt1617650,movie,Oz,\N,\N,Fantasy
19198,tt1988544,movie,After the Wizard,2011,80,"Family,Fantasy"
19200,tt2375203,movie,L. Frank Baum's the Wonderful Wizard of Oz,\N,\N,Fantasy
19201,tt2761172,movie,Oz the Great and Powerful 2,\N,\N,"Adventure,Family,Fantasy"
19204,tt3796312,movie,Yellow Brick Road,\N,\N,"Animation,Fantasy"
19241,tt5280432,movie,The Ruins of Oz,\N,\N,Fantasy
19245,tt5773490,movie,The Woodsman,2016,\N,Musical
19247,tt6134194,movie,How the Wizard Came to OZ,\N,\N,"Action,Adventure,Fantasy"
19249,tt6604356,movie,Untitled Wizard of Oz/Horror Project,\N,\N,Horror
